"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL91";"MICONAZOLE";"4.0";"416.13";"1";"6.45";"MICONAZOLE";"Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL1373";"MODAFINIL";"4.0";"273.36";"0";"2.01";"MODAFINIL";"NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL1167";"SPECTINOMYCIN";"4.0";"332.35";"0";"-2.93";"SPECTINOMYCIN";"CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL1980297";"ILORASERTIB";"2.0";"488.55";"1";"5.18";"2, ABT-348";"Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"15.34";"0.29";"2.31";"6.35";"0";"CHEMBL2024898";"Inhibition of Flt1 by TR-FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2021801";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"32.0"
"CHEMBL12";"DIAZEPAM";"4.0";"284.75";"0";"3.15";"DIAZEPAM";"CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL2332119";"VEGFRECINE";"None";"273.25";"0";"-0.46";"1";"NC(=O)C1=C(N)C(=O)C=C(Nc2ccccc2O)C1=O";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"28.34";"0.53";"8.20";"5.72";"0";"CHEMBL2343631";"Inhibition of GST-Flt1 kinase domain (unknown origin) expressed in baculovirus infected Sf9 cells after 20 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331471";"1";"Scientific Literature";"J Nat Prod";"2013";"CHEMBL3308860";"";"";"";"0.018"
"CHEMBL717";"MEDROXYPROGESTERONE ACETATE";"4.0";"386.53";"0";"4.66";"MEDROXYPROGESTERONE ACETATE";"CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL3979830";"";"None";"583.62";"2";"5.20";"BDBM228539";"COC(=O)CNCCCNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)c(F)c3)c2s1";"IC50";"'='";"11.0";"nM";"7.96";"";"399416";"UO_0000065";"13.64";"0.27";"2.76";"6.09";"0";"CHEMBL3888413";"FLIPR (Fluorometric Imaging Plate Reader) Technology Assay: Automated FLIPR (Fluorometric Imaging Plate Reader) technology was used to screen for inhibitors of PDGF induced increases in intracellular calcium levels in fluorescent dye loaded endothelial cells. NHDF-Ad (Normal human dermal fibroblasts) (Lonza) were seeded in 384-well fibronectin coated black-walled plates overnight at 37° C./5% CO2. Cells were loaded with calcium indicator Fluo-4 for 45 minutes at 37° C. Cells were washed 4 times (ELx405-CW, Bio-Tek) to remove extracellular dye. Test compounds were reconstituted in 100% DMSO and added to the cells to give a final DMSO concentration of 0.1%. For screening, cells were pre-incubated with test agents for 30 minutes, at a single concentration (10 μM) or at concentrations ranging from 0.001 nM to 10 μM followed by PDGF stimulation (10 ng/mL). Changes in fluorescence at 515 nm were measured simultaneously in all 384 wells using a cooled CCD camera.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Endothelial cell";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886699";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"11.0"
"CHEMBL3975323";"";"None";"641.65";"1";"4.70";"BDBM228541";"COC(=O)CN(CCNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)c(F)c3)c2s1)CC(=O)OC";"IC50";"'='";"17.0";"nM";"7.77";"";"399418";"UO_0000065";"12.11";"0.24";"3.07";"5.24";"0";"CHEMBL3888413";"FLIPR (Fluorometric Imaging Plate Reader) Technology Assay: Automated FLIPR (Fluorometric Imaging Plate Reader) technology was used to screen for inhibitors of PDGF induced increases in intracellular calcium levels in fluorescent dye loaded endothelial cells. NHDF-Ad (Normal human dermal fibroblasts) (Lonza) were seeded in 384-well fibronectin coated black-walled plates overnight at 37° C./5% CO2. Cells were loaded with calcium indicator Fluo-4 for 45 minutes at 37° C. Cells were washed 4 times (ELx405-CW, Bio-Tek) to remove extracellular dye. Test compounds were reconstituted in 100% DMSO and added to the cells to give a final DMSO concentration of 0.1%. For screening, cells were pre-incubated with test agents for 30 minutes, at a single concentration (10 μM) or at concentrations ranging from 0.001 nM to 10 μM followed by PDGF stimulation (10 ng/mL). Changes in fluorescence at 515 nm were measured simultaneously in all 384 wells using a cooled CCD camera.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Endothelial cell";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886699";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"17.0"
"CHEMBL3895671";"";"None";"735.81";"1";"4.78";"BDBM228543";"CCOC(=O)CN1CCN(C(=O)CN2CCN(C(=O)c3cc4nccc(Oc5ccc(NC(=O)Nc6cc(C)ccc6F)c(F)c5)c4s3)CC2)CC1";"IC50";"'='";"13.0";"nM";"7.89";"";"399420";"UO_0000065";"10.72";"0.21";"3.11";"5.77";"0";"CHEMBL3888413";"FLIPR (Fluorometric Imaging Plate Reader) Technology Assay: Automated FLIPR (Fluorometric Imaging Plate Reader) technology was used to screen for inhibitors of PDGF induced increases in intracellular calcium levels in fluorescent dye loaded endothelial cells. NHDF-Ad (Normal human dermal fibroblasts) (Lonza) were seeded in 384-well fibronectin coated black-walled plates overnight at 37° C./5% CO2. Cells were loaded with calcium indicator Fluo-4 for 45 minutes at 37° C. Cells were washed 4 times (ELx405-CW, Bio-Tek) to remove extracellular dye. Test compounds were reconstituted in 100% DMSO and added to the cells to give a final DMSO concentration of 0.1%. For screening, cells were pre-incubated with test agents for 30 minutes, at a single concentration (10 μM) or at concentrations ranging from 0.001 nM to 10 μM followed by PDGF stimulation (10 ng/mL). Changes in fluorescence at 515 nm were measured simultaneously in all 384 wells using a cooled CCD camera.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Endothelial cell";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886699";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"13.0"
"CHEMBL3920518";"";"None";"477.56";"1";"6.27";"BDBM228588";"CCN(CC)C(=O)c1cc2nccc(Oc3cccc(C(=O)Nc4cc(C)ccc4F)c3)c2s1";"IC50";"'='";"206.0";"nM";"6.69";"";"399445";"UO_0000065";"14.00";"0.27";"0.42";"9.35";"0";"CHEMBL3888413";"FLIPR (Fluorometric Imaging Plate Reader) Technology Assay: Automated FLIPR (Fluorometric Imaging Plate Reader) technology was used to screen for inhibitors of PDGF induced increases in intracellular calcium levels in fluorescent dye loaded endothelial cells. NHDF-Ad (Normal human dermal fibroblasts) (Lonza) were seeded in 384-well fibronectin coated black-walled plates overnight at 37° C./5% CO2. Cells were loaded with calcium indicator Fluo-4 for 45 minutes at 37° C. Cells were washed 4 times (ELx405-CW, Bio-Tek) to remove extracellular dye. Test compounds were reconstituted in 100% DMSO and added to the cells to give a final DMSO concentration of 0.1%. For screening, cells were pre-incubated with test agents for 30 minutes, at a single concentration (10 μM) or at concentrations ranging from 0.001 nM to 10 μM followed by PDGF stimulation (10 ng/mL). Changes in fluorescence at 515 nm were measured simultaneously in all 384 wells using a cooled CCD camera.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Endothelial cell";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886699";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"206.0"
"CHEMBL5201128";"";"None";"494.94";"0";"3.79";"lenvatinib";"COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)NC5CC5)CC4)c(Cl)c3)c2cc1C(N)=O";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"15.47";"0.30";"3.87";"5.77";"0";"CHEMBL5151932";"Inhibition of VEGFR1 (unknown origin) by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5150004";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"22.0"
"CHEMBL980";"GUAIFENESIN";"4.0";"198.22";"0";"0.43";"GUAIFENESIN";"COc1ccccc1OCC(O)CO";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL1319362";"HOMATROPINE HYDROBROMIDE";"4.0";"356.26";"0";"1.89";"HOMATROPINE HYDROBROMIDE";"Br.CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL625";"THIABENDAZOLE";"4.0";"201.25";"0";"2.69";"THIABENDAZOLE";"c1ccc2[nH]c(-c3cscn3)nc2c1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL2335722";"";"None";"530.53";"2";"4.61";"1";"Oc1ccc([C@@H]2C[C@@H](c3c(O)cc(O)c4c3O[C@H](c3ccc(O)cc3)[C@@H](O)C4)c3c(O)cc(O)cc3O2)cc1";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"9.09";"0.17";"0.21";"3.01";"0";"CHEMBL2339395";"Inhibition of recombinant PlGF-1/VEGFR-1 (unknown origin) interaction after 1 hr by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331357";"1";"Scientific Literature";"J Nat Prod";"2013";"None";"";"";"";"15.0"
"CHEMBL19299";"LOXOPROFEN";"4.0";"246.31";"0";"2.79";"LOXOPROFEN";"CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL1385840";"ERGOCORNINE";"None";"561.68";"1";"2.04";"ERGOCORNINE";"CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL438";"SULFAMERAZINE";"4.0";"264.31";"0";"1.17";"SULFAMERAZINE";"Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL1454";"LEVAMISOLE";"4.0";"204.30";"0";"2.15";"LEVAMISOLE";"c1ccc([C@H]2CN3CCSC3=N2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL434063";"";"None";"495.58";"0";"4.94";"GW-1929";"CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL1243";"SULFABENZAMIDE";"4.0";"276.32";"0";"1.39";"SULFABENZAMIDE";"Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL106";"FLUCONAZOLE";"4.0";"306.28";"0";"0.74";"FLUCONAZOLE";"OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL1433";"DOXYCYCLINE ANHYDROUS";"4.0";"444.44";"1";"-0.35";"DOXYCYCLINE";"C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL803";"CYTARABINE";"4.0";"243.22";"0";"-2.56";"CYTARABINE";"Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL622";"ETODOLAC";"4.0";"287.36";"0";"3.38";"ETODOLAC";"CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL44814";"CARBON TETRACHLORIDE";"-1.0";"153.82";"0";"2.55";"CARBON TETRACHLORIDE";"ClC(Cl)(Cl)Cl";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL603";"ZAFIRLUKAST";"4.0";"575.69";"2";"5.70";"ZAFIRLUKAST";"COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL338790";"";"None";"212.21";"0";"1.31";"4-AMINO-1,8-NAPHTHALIMIDE";"Nc1ccc2c3c(cccc13)C(=O)NC2=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL1255837";"DIHYDROERGOCRISTINE MESYLATE";"None";"707.85";"1";"2.72";"DIHYDROERGOCRISTINE MESYLATE";"CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CS(=O)(=O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL1428";"NIMODIPINE";"4.0";"418.45";"0";"2.97";"NIMODIPINE";"COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL29";"BENZYLPENICILLIN";"4.0";"334.40";"0";"0.86";"PENICILLIN G";"CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
